 db  | insee |                 name                  | idvoie  |    cea     | l5_insee | delta 
 RAN | 49003 | LA LARGERIE                           | 3343197 | 4923022232 | 49230    | !
 BAN | 49018 | BOIS BUREAU                           |         |            | 49018    | !
 RAN | 49018 | BOIS BUREAU                           |  982491 | 493722223B | 49372    | !
 BAN | 49018 | BOIS SEGROS                           |         |            | 49018    | !
 RAN | 49018 | BOIS SEGROS                           |  982477 | 493722222S | 49372    | !
 BAN | 49018 | COUTROLLE                             |         |            | 49018    | !
 RAN | 49018 | COUTROLLE                             | 3327765 | 49372222CZ | 49372    | !
 BAN | 49018 | FERME DE MONTIVERT                    |         |            | 49018    | !
 RAN | 49018 | FERME DE MONTIVERT                    |  982484 | 4937222232 | 49372    | !
 BAN | 49018 | LA BREOTIERE                          |         |            | 49018    | !
 RAN | 49018 | LA BREOTIERE                          |  975525 | 4930322242 | 49303    | !
 BAN | 49018 | LA TURPAUDIERE                        |         |            | 49018    | !
 RAN | 49018 | LA TURPAUDIERE                        | 4446349 | 49380222B7 | 49380    | !
 BAN | 49018 | LES CHESNIERES                        |         |            | 49018    | !
 RAN | 49018 | LES CHESNIERES                        |  982618 | 49372222AB | 49372    | !
 BAN | 49018 | LES MONCARDIERES                      |         |            | 49018    | !
 RAN | 49018 | LES MONCARDIERES                      | 4124942 | 49372222VU | 49372    | !
 BAN | 49018 | MONGADON                              |         |            | 49018    | !
 RAN | 49018 | MONGADON                              | 3375861 | 49372222E4 | 49372    | !
 BAN | 49018 | RANCAN                                |         |            | 49018    | !
 RAN | 49018 | RANCAN                                | 3451680 | 49372222EH | 49372    | !
 BAN | 49018 | RUE PRINCIPALE                        |         |            | 49018    | !
 RAN | 49018 | RUE PRINCIPALE                        |  983514 | 493802226C | 49380    | !
 RAN | 49018 | RUE PRINCIPALE                        |  958397 | 491282226H | 49128    | !
 BAN | 49021 | LA LEVRAUDIERE                        |         |            | 49021    | !
 RAN | 49021 | LA LEVRAUDIERE                        |  960086 | 4914722236 | 49147    | !
 BAN | 49069 | LA SENCIE                             |         |            | 49069    | !
 RAN | 49069 | LA SENCIE                             | 4479165 | 49126223XG | 49126    | !
 BAN | 49069 | LE GRAND PRE                          |         |            | 49069    | !
 RAN | 49069 | LE GRAND PRE                          | 4138452 | 49172222YS | 49172    | !
 BAN | 49092 | LA BASSE BROSSE                       |         |            | 49092    | !
 RAN | 49092 | LA BASSE BROSSE                       | 3337543 | 491992229X | 49199    | !
 BAN | 49092 | LE CHAMP LONG                         |         |            | 49092    | !
 RAN | 49092 | LE CHAMP LONG                         | 4213366 | 49351222TM | 49351    | !
 BAN | 49092 | LE COUDRAY                            |         |            | 49092    | !
 RAN | 49092 | LE COUDRAY                            | 3356047 | 493512226G | 49351    | !
 BAN | 49092 | LES FOSSES                            |         |            | 49092    | !
 RAN | 49092 | LES FOSSES                            | 3367864 | 490712229C | 49071    | !
 BAN | 49092 | RUE DES JARDINS                       |         |            | 49092    | !
 RAN | 49092 | RUE DES JARDINS                       | 4095498 | 49281222VN | 49281    | !
 BAN | 49149 | RUE DE L EGLISE                       |         |            | 49149    | !
 RAN | 49149 | RUE DE L EGLISE                       | 4279672 | 49149223CI | 49149    | !
 RAN | 49149 | RUE DE L EGLISE                       |  980061 | 493462223M | 49346    | !
 BAN | 49149 | RUE DU MOULIN                         |         |            | 49149    | !
 RAN | 49149 | RUE DU MOULIN                         | 4389010 | 49154222A2 | 49154    | !
 BAN | 49160 | RUE DE LA PIERRE DE BRETAGNE          |         |            | 49160    | !
 RAN | 49160 | RUE DE LA PIERRE DE BRETAGNE          |  846733 | 440602223H | 44060    | !
 BAN | 49218 | VAL D EVRE                            |         |            | 49218    | !
 RAN | 49218 | VAL D EVRE                            |  959246 | 4913722237 | 49137    | !
 BAN | 49220 | RUE DE L EGLISE                       |         |            | 49220    | !
 RAN | 49220 | RUE DE L EGLISE                       | 2408245 | 490932223G | 49093    | !
 BAN | 49244 | LES FOSSES                            |         |            | 49244    | !
 RAN | 49244 | LES FOSSES                            |  952285 | 490752222P | 49075    | !
 BAN | 49244 | LES LANDES                            |         |            | 49244    | !
 RAN | 49244 | LES LANDES                            | 2731766 | 490752224T | 49075    | !
 BAN | 49301 | BOIS VERT                             |         |            | 49301    | !
 RAN | 49301 | BOIS VERT                             |  980507 | 493502222P | 49350    | !
 BAN | 49307 | RUE BASSE                             |         |            | 49307    | !
 RAN | 49307 | RUE BASSE                             |  956351 | 491062224U | 49106    | !
 BAN | 49307 | RUE DU STADE                          |         |            | 49307    | !
 RAN | 49307 | RUE DU STADE                          |  944127 | 490042227G | 49004    | !
 RAN | 49307 | RUE DU STADE                          | 2353402 | 4911722243 | 49117    | !
 BAN | 49373 | L ETANG                               |         |            | 49373    | !
 RAN | 49373 | L ETANG                               | 4253660 | 49232222SV | 49232    | !
 BAN | 50082 | LA CHESNEE                            |         |            | 50082    | !
 RAN | 50082 | LA CHESNEE                            | 1015116 | 506142222C | 50614    | !
 BAN | 50082 | LA COMMUNE                            |         |            | 50082    | !
 RAN | 50082 | LA COMMUNE                            | 1010010 | 505202222E | 50520    | !
 BAN | 50082 | LA HOULETTE                           |         |            | 50082    | !
 RAN | 50082 | LA HOULETTE                           | 1004546 | 5041822233 | 50418    | !
 BAN | 50082 | LA LANDE                              |         |            | 50082    | !
 RAN | 50082 | LA LANDE                              | 1016623 | 506462223U | 50646    | !
 RAN | 50082 | LA LANDE                              | 1004547 | 5041822234 | 50418    | !
 BAN | 50082 | LA PIGEONNERIE                        |         |            | 50082    | !
 RAN | 50082 | LA PIGEONNERIE                        | 1004529 | 504182222E | 50418    | !
 BAN | 50082 | LA TANNERIE                           |         |            | 50082    | !
 RAN | 50082 | LA TANNERIE                           | 1016633 | 5064622249 | 50646    | !
 BAN | 50082 | LA VALETTE                            |         |            | 50082    | !
 RAN | 50082 | LA VALETTE                            | 1004552 | 504182223B | 50418    | !
 BAN | 50082 | LE BOURG                              |         |            | 50082    | !
 RAN | 50082 | LE BOURG                              | 1016637 | 506462224E | 50646    | !
 BAN | 50082 | LE COISEL                             |         |            | 50082    | !
 RAN | 50082 | LE COISEL                             |  987429 | 500822223T | 50082    | !
 RAN | 50082 | LE COISEL                             | 1016638 | 506462224G | 50646    | !
 BAN | 50082 | LE PARC                               |         |            | 50082    | !
 RAN | 50082 | LE PARC                               | 1003000 | 503962222P | 50396    | !
 BAN | 50082 | LE ROQUERET                           |         |            | 50082    | !
 RAN | 50082 | LE ROQUERET                           | 1004558 | 504182223L | 50418    | !
 RAN | 50082 | LE ROQUERET                           |  987443 | 500822224C | 50082    | !
 BAN | 50082 | LE SAPIN                              |         |            | 50082    | !
 RAN | 50082 | LE SAPIN                              | 1003001 | 503962222R | 50396    | !
 BAN | 50082 | LES RUETTES                           |         |            | 50082    | !
 RAN | 50082 | LES RUETTES                           | 1016648 | 506462224U | 50646    | !
 BAN | 50129 | FERME DE LA MONTAGNE                  |         |            | 50129    | !
 RAN | 50129 | FERME DE LA MONTAGNE                  |  994162 | 5020322296 | 50203    | !
 BAN | 50129 | LA LOGE                               |         |            | 50129    | !
 RAN | 50129 | LA LOGE                               |  994047 | 502032223E | 50203    | !
 BAN | 50129 | RUE BARBEY D AUREVILLY                |         |            | 50129    | !
 RAN | 50129 | RUE BARBEY D AUREVILLY                | 3435281 | 50129222RN | 50129    | !
 RAN | 50129 | RUE BARBEY D AUREVILLY                |  992554 | 501732226S | 50173    | !
 BAN | 50129 | RUE BENOIT FRACHON                    |         |            | 50129    | !
 RAN | 50129 | RUE BENOIT FRACHON                    |  992557 | 501732226V | 50173    | !
 BAN | 50129 | RUE EDOUARD BRANLY                    |         |            | 50129    | !
 RAN | 50129 | RUE EDOUARD BRANLY                    | 3435702 | 50129222U9 | 50129    | !
 RAN | 50129 | RUE EDOUARD BRANLY                    |  992630 | 50173222AS | 50173    | !
 BAN | 50129 | RUE FELIX FAURE                       |         |            | 50129    | !
 RAN | 50129 | RUE FELIX FAURE                       |  992636 | 50173222AZ | 50173    | !
 BAN | 50129 | RUE LANSONNEUR                        |         |            | 50129    | !
 RAN | 50129 | RUE LANSONNEUR                        |  994140 | 502032227C | 50203    | !
 BAN | 50129 | RUE MARTIN LUTHER KING                |         |            | 50129    | !
 RAN | 50129 | RUE MARTIN LUTHER KING                |  994145 | 502032227L | 50203    | !
 RAN | 50129 | RUE MARTIN LUTHER KING                | 3435780 | 50129222V9 | 50129    | !
 BAN | 50129 | RUE PIERRE GUEROULT                   |         |            | 50129    | !
 RAN | 50129 | RUE PIERRE GUEROULT                   | 3435803 | 50129222VG | 50129    | !
 RAN | 50129 | RUE PIERRE GUEROULT                   | 1004442 | 504162226Y | 50416    | !
 RAN | 50129 | RUE PIERRE GUEROULT                   | 1014483 | 50602222EH | 50602    | !
 RAN | 50129 | RUE PIERRE GUEROULT                   |  994152 | 502032227U | 50203    | !
 BAN | 50129 | RUE VICTOR HUGO                       |         |            | 50129    | !
 RAN | 50129 | RUE VICTOR HUGO                       | 3435829 | 50129222VS | 50129    | !
 RAN | 50129 | RUE VICTOR HUGO                       |  992697 | 50173222EG | 50173    | !
 BAN | 50139 | LA FAVERIE                            |         |            | 50139    | !
 RAN | 50139 | LA FAVERIE                            |  999313 | 5031922229 | 50319    | !
 BAN | 50142 | VILLAGE DE L EGLISE                   |         |            | 50142    | !
 RAN | 50142 | VILLAGE DE L EGLISE                   |  990662 | 501422222Y | 50142    | !
 RAN | 50142 | VILLAGE DE L EGLISE                   | 1005139 | 5043222227 | 50432    | !
 RAN | 50142 | VILLAGE DE L EGLISE                   | 1001655 | 503752222H | 50375    | !
 BAN | 50168 | LE HAMEL                              |         |            | 50168    | !
 RAN | 50168 | LE HAMEL                              |  990321 | 501322222V | 50132    | !
 BAN | 50188 | LA BOSSONIERE                         |         |            | 50188    | !
 RAN | 50188 | LA BOSSONIERE                         |  998979 | 501882224T | 50309    | !
 BAN | 50188 | LA PORERIE DE HAUT                    |         |            | 50188    | !
 RAN | 50188 | LA PORERIE DE HAUT                    |  998995 | 501882226E | 50309    | !
 BAN | 50188 | LE CROCHET                            |         |            | 50188    | !
 RAN | 50188 | LE CROCHET                            |  985984 | 501882222S | 50047    | !
 BAN | 50188 | VILLAGE BIDEL                         |         |            | 50188    | !
 RAN | 50188 | VILLAGE BIDEL                         |  985992 | 501882222Z | 50047    | !
 BAN | 50188 | VILLAGE DE LA LIRONNIERE              |         |            | 50188    | !
 RAN | 50188 | VILLAGE DE LA LIRONNIERE              |  998984 | 501882224Z | 50309    | !
